Country,Cases,Deaths,Year,Month,Day
Turkey,2,0,2009,5,26
United Kingdom,137,0,2009,5,26
United States of America,6764,10,2009,5,26
Argentina,2,0,2009,5,25
Australia,16,0,2009,5,25
Austria,1,0,2009,5,25
Belgium,7,0,2009,5,25
Brazil,9,0,2009,5,25
Canada,805,1,2009,5,25
Chile,44,0,2009,5,25
China,15,0,2009,5,25
Colombia,13,0,2009,5,25
Costa Rica,28,1,2009,5,25
Cuba,4,0,2009,5,25
Denmark,1,0,2009,5,25
Ecuador,10,0,2009,5,25
El Salvador,6,0,2009,5,25
Finland,2,0,2009,5,25
France,16,0,2009,5,25
Germany,17,0,2009,5,25
Greece,1,0,2009,5,25
Guatemala,4,0,2009,5,25
Honduras,1,0,2009,5,25
Iceland,1,0,2009,5,25
India,1,0,2009,5,25
Ireland,1,0,2009,5,25
Israel,8,0,2009,5,25
Italy,19,0,2009,5,25
Japan,345,0,2009,5,25
"Korea, Republic of",3,0,2009,5,25
Kuwait,18,0,2009,5,25
Malaysia,2,0,2009,5,25
Mexico,4174,80,2009,5,25
Netherlands,3,0,2009,5,25
New Zealand,9,0,2009,5,25
Norway,4,0,2009,5,25
Panama,76,0,2009,5,25
Peru,25,0,2009,5,25
Philippines,1,0,2009,5,25
Poland,3,0,2009,5,25
Portugal,1,0,2009,5,25
Russia,1,0,2009,5,25
Spain,133,0,2009,5,25
Sweden,3,0,2009,5,25
Switzerland,3,0,2009,5,25
Thailand,2,0,2009,5,25
Turkey,2,0,2009,5,25
United Kingdom,122,0,2009,5,25
United States of America,6552,9,2009,5,25
Argentina,1,0,2009,5,23
Australia,12,0,2009,5,23
Austria,1,0,2009,5,23
Belgium,7,0,2009,5,23
Brazil,8,0,2009,5,23
Canada,719,1,2009,5,23
Chile,24,0,2009,5,23
China,11,0,2009,5,23
Colombia,12,0,2009,5,23
Costa Rica,20,1,2009,5,23
Cuba,4,0,2009,5,23
Denmark,1,0,2009,5,23
Ecuador,8,0,2009,5,23
El Salvador,6,0,2009,5,23
Finland,2,0,2009,5,23
France,16,0,2009,5,23
Germany,17,0,2009,5,23
Greece,1,0,2009,5,23
Guatemala,4,0,2009,5,23
India,1,0,2009,5,23
Ireland,1,0,2009,5,23
Israel,7,0,2009,5,23
Italy,14,0,2009,5,23
Japan,321,0,2009,5,23
"Korea, Republic of",3,0,2009,5,23
Malaysia,2,0,2009,5,23
Mexico,3892,75,2009,5,23
Netherlands,3,0,2009,5,23
New Zealand,9,0,2009,5,23
Norway,4,0,2009,5,23
Panama,76,0,2009,5,23
Peru,5,0,2009,5,23
Philippines,1,0,2009,5,23
Poland,2,0,2009,5,23
Portugal,1,0,2009,5,23
Russia,1,0,2009,5,23
Spain,126,0,2009,5,23
Sweden,3,0,2009,5,23
Switzerland,2,0,2009,5,23
Thailand,2,0,2009,5,23
Turkey,2,0,2009,5,23
United Kingdom,117,0,2009,5,23
United States of America,6552,9,2009,5,23
