virus_type,date,country,cases,deaths,recovered,week_number,month,year
Ebola,2015-08-14,Sierra Leone,1.0,1.0,0.0,33,8,2015
Ebola,2015-08-17,Sierra Leone,4.0,0.0,4.0,34,8,2015
Ebola,2015-08-18,Sierra Leone,5.0,0.0,5.0,34,8,2015
Ebola,2015-08-19,Sierra Leone,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-20,Sierra Leone,24.0,0.0,24.0,34,8,2015
Ebola,2015-08-21,Sierra Leone,15.0,0.0,15.0,34,8,2015
Ebola,2015-08-24,Sierra Leone,5.0,0.0,5.0,35,8,2015
Ebola,2015-08-25,Sierra Leone,3.0,0.0,3.0,35,8,2015
Ebola,2015-08-26,Sierra Leone,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-27,Sierra Leone,41.0,0.0,41.0,35,8,2015
Ebola,2015-08-28,Sierra Leone,4.0,0.0,4.0,35,8,2015
Ebola,2015-08-31,Sierra Leone,17.0,1.0,16.0,36,8,2015
Ebola,2015-09-01,Sierra Leone,6.0,0.0,6.0,36,9,2015
Ebola,2015-09-02,Sierra Leone,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-03,Sierra Leone,29.0,0.0,29.0,36,9,2015
Ebola,2015-09-04,Sierra Leone,1.0,0.0,1.0,36,9,2015
Ebola,2015-09-07,Sierra Leone,31.0,0.0,31.0,37,9,2015
Ebola,2015-09-08,Sierra Leone,13.0,0.0,13.0,37,9,2015
Ebola,2015-09-09,Sierra Leone,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-10,Sierra Leone,14.0,0.0,14.0,37,9,2015
Ebola,2015-09-11,Sierra Leone,4.0,0.0,4.0,37,9,2015
Ebola,2015-09-14,Sierra Leone,46.0,0.0,46.0,38,9,2015
Ebola,2015-09-15,Sierra Leone,9.0,0.0,9.0,38,9,2015
Ebola,2015-09-16,Sierra Leone,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-17,Sierra Leone,23.0,2.0,21.0,38,9,2015
Ebola,2015-09-18,Sierra Leone,6.0,0.0,6.0,38,9,2015
Ebola,2015-09-21,Sierra Leone,26.0,0.0,26.0,39,9,2015
Ebola,2015-09-22,Sierra Leone,12.0,0.0,12.0,39,9,2015
Ebola,2015-09-23,Sierra Leone,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-24,Sierra Leone,23.0,0.0,23.0,39,9,2015
Ebola,2015-09-25,Sierra Leone,9.0,0.0,9.0,39,9,2015
Ebola,2015-09-28,Sierra Leone,39.0,0.0,39.0,40,9,2015
Ebola,2015-09-29,Sierra Leone,17.0,0.0,17.0,40,9,2015
Ebola,2015-09-30,Sierra Leone,0.0,0.0,0.0,40,9,2015
Ebola,2015-10-01,Sierra Leone,17.0,0.0,17.0,40,10,2015
Ebola,2015-10-02,Sierra Leone,3.0,0.0,3.0,40,10,2015
Ebola,2015-10-05,Sierra Leone,10.0,0.0,10.0,41,10,2015
Ebola,2015-10-06,Sierra Leone,4.0,0.0,4.0,41,10,2015
Ebola,2015-10-07,Sierra Leone,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-08,Sierra Leone,11.0,0.0,11.0,41,10,2015
Ebola,2015-10-09,Sierra Leone,1.0,0.0,1.0,41,10,2015
Ebola,2015-10-13,Sierra Leone,25.0,0.0,25.0,42,10,2015
Ebola,2015-10-15,Sierra Leone,10.0,0.0,10.0,42,10,2015
Ebola,2015-10-16,Sierra Leone,0.0,0.0,0.0,42,10,2015
Ebola,2015-10-20,Sierra Leone,9.0,0.0,9.0,43,10,2015
Ebola,2015-10-22,Sierra Leone,30.0,0.0,30.0,43,10,2015
Ebola,2015-10-23,Sierra Leone,7.0,0.0,7.0,43,10,2015
Ebola,2015-10-26,Sierra Leone,14.0,0.0,14.0,44,10,2015
Ebola,2015-10-27,Sierra Leone,9.0,0.0,9.0,44,10,2015
Ebola,2015-10-29,Sierra Leone,5.0,0.0,5.0,44,10,2015
Ebola,2015-10-30,Sierra Leone,1.0,0.0,1.0,44,10,2015
Ebola,2015-11-03,Sierra Leone,22.0,0.0,22.0,45,11,2015
Ebola,2015-11-05,Sierra Leone,15.0,0.0,15.0,45,11,2015
Ebola,2015-11-06,Sierra Leone,5.0,0.0,5.0,45,11,2015
Ebola,2015-11-10,Sierra Leone,13.0,0.0,13.0,46,11,2015
Ebola,2015-11-11,Sierra Leone,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-12,Sierra Leone,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-16,Sierra Leone,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-17,Sierra Leone,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-20,Sierra Leone,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-24,Sierra Leone,0.0,0.0,0.0,48,11,2015
Ebola,2015-11-26,Sierra Leone,0.0,0.0,0.0,48,11,2015
Ebola,2015-12-01,Sierra Leone,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-02,Sierra Leone,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-03,Sierra Leone,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-09,Sierra Leone,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-10,Sierra Leone,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-11,Sierra Leone,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-15,Sierra Leone,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-16,Sierra Leone,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-17,Sierra Leone,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-22,Sierra Leone,0.0,0.0,0.0,52,12,2015
Ebola,2015-12-23,Sierra Leone,0.0,0.0,0.0,52,12,2015
Ebola,2015-12-29,Sierra Leone,0.0,0.0,0.0,53,12,2015
Ebola,2016-03-23,Sierra Leone,0.0,0.0,0.0,12,3,2016
Ebola,2014-10-10,Spain,1.0,0.0,1.0,41,10,2014
Ebola,2014-10-15,Spain,0.0,0.0,0.0,42,10,2014
Ebola,2014-10-17,Spain,0.0,0.0,0.0,42,10,2014
Ebola,2014-10-22,Spain,0.0,0.0,0.0,43,10,2014
Ebola,2014-10-25,Spain,0.0,0.0,0.0,43,10,2014
Ebola,2014-10-29,Spain,0.0,0.0,0.0,44,10,2014
Ebola,2014-10-31,Spain,0.0,0.0,0.0,44,10,2014
Ebola,2014-11-05,Spain,0.0,0.0,0.0,45,11,2014
Ebola,2014-11-07,Spain,0.0,0.0,0.0,45,11,2014
Ebola,2014-11-12,Spain,0.0,0.0,0.0,46,11,2014
Ebola,2014-11-14,Spain,0.0,0.0,0.0,46,11,2014
Ebola,2014-11-19,Spain,0.0,0.0,0.0,47,11,2014
Ebola,2014-11-21,Spain,0.0,0.0,0.0,47,11,2014
Ebola,2014-11-26,Spain,0.0,0.0,0.0,48,11,2014
Ebola,2014-12-01,Spain,0.0,0.0,0.0,49,12,2014
Ebola,2014-12-03,Spain,0.0,0.0,0.0,49,12,2014
Ebola,2014-12-10,Spain,0.0,0.0,0.0,50,12,2014
Ebola,2014-12-15,Spain,0.0,0.0,0.0,51,12,2014
Ebola,2014-12-17,Spain,0.0,0.0,0.0,51,12,2014
Ebola,2014-12-22,Spain,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-23,Spain,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-24,Spain,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-26,Spain,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-29,Spain,0.0,0.0,0.0,1,12,2014
Ebola,2014-12-30,Spain,0.0,0.0,0.0,1,12,2014
Ebola,2014-12-31,Spain,0.0,0.0,0.0,1,12,2014
Ebola,2015-01-02,Spain,0.0,0.0,0.0,1,1,2015
Ebola,2015-01-05,Spain,0.0,0.0,0.0,2,1,2015
Ebola,2015-01-06,Spain,0.0,0.0,0.0,2,1,2015
Ebola,2015-01-07,Spain,0.0,0.0,0.0,2,1,2015
Ebola,2015-01-14,Spain,0.0,0.0,0.0,3,1,2015
Ebola,2015-01-15,Spain,0.0,0.0,0.0,3,1,2015
Ebola,2015-01-16,Spain,0.0,0.0,0.0,3,1,2015
Ebola,2015-01-19,Spain,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-20,Spain,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-21,Spain,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-22,Spain,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-23,Spain,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-26,Spain,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-27,Spain,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-28,Spain,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-29,Spain,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-30,Spain,0.0,0.0,0.0,5,1,2015
Ebola,2015-02-02,Spain,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-03,Spain,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-04,Spain,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-05,Spain,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-06,Spain,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-10,Spain,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-11,Spain,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-12,Spain,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-13,Spain,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-16,Spain,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-17,Spain,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-18,Spain,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-19,Spain,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-20,Spain,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-23,Spain,0.0,0.0,0.0,9,2,2015
Ebola,2015-02-25,Spain,0.0,0.0,0.0,9,2,2015
Ebola,2015-02-26,Spain,0.0,0.0,0.0,9,2,2015
Ebola,2015-02-27,Spain,0.0,0.0,0.0,9,2,2015
Ebola,2015-03-02,Spain,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-04,Spain,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-05,Spain,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-06,Spain,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-10,Spain,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-11,Spain,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-12,Spain,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-13,Spain,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-16,Spain,0.0,0.0,0.0,12,3,2015
Ebola,2015-03-17,Spain,0.0,0.0,0.0,12,3,2015
Ebola,2015-03-18,Spain,0.0,0.0,0.0,12,3,2015
Ebola,2015-03-20,Spain,0.0,0.0,0.0,12,3,2015
Ebola,2015-03-23,Spain,0.0,0.0,0.0,13,3,2015
Ebola,2015-03-24,Spain,0.0,0.0,0.0,13,3,2015
Ebola,2015-03-25,Spain,0.0,0.0,0.0,13,3,2015
Ebola,2015-03-26,Spain,0.0,0.0,0.0,13,3,2015
Ebola,2015-03-27,Spain,0.0,0.0,0.0,13,3,2015
Ebola,2015-04-07,Spain,0.0,0.0,0.0,15,4,2015
Ebola,2015-04-09,Spain,0.0,0.0,0.0,15,4,2015
Ebola,2015-04-13,Spain,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-14,Spain,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-15,Spain,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-16,Spain,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-17,Spain,0.0,0.0,0.0,16,4,2015
Ebola,2015-04-20,Spain,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-21,Spain,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-22,Spain,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-23,Spain,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-24,Spain,0.0,0.0,0.0,17,4,2015
Ebola,2015-04-27,Spain,0.0,0.0,0.0,18,4,2015
Ebola,2015-04-28,Spain,0.0,0.0,0.0,18,4,2015
Ebola,2015-04-30,Spain,0.0,0.0,0.0,18,4,2015
Ebola,2015-05-01,Spain,0.0,0.0,0.0,18,5,2015
Ebola,2015-05-04,Spain,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-05,Spain,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-06,Spain,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-07,Spain,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-08,Spain,0.0,0.0,0.0,19,5,2015
Ebola,2015-05-11,Spain,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-12,Spain,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-13,Spain,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-14,Spain,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-15,Spain,0.0,0.0,0.0,20,5,2015
Ebola,2015-05-18,Spain,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-19,Spain,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-20,Spain,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-21,Spain,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-22,Spain,0.0,0.0,0.0,21,5,2015
Ebola,2015-05-25,Spain,0.0,0.0,0.0,22,5,2015
Ebola,2015-05-26,Spain,0.0,0.0,0.0,22,5,2015
Ebola,2015-05-27,Spain,0.0,0.0,0.0,22,5,2015
Ebola,2015-05-28,Spain,0.0,0.0,0.0,22,5,2015
Ebola,2015-05-29,Spain,0.0,0.0,0.0,22,5,2015
Ebola,2015-06-01,Spain,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-02,Spain,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-03,Spain,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-04,Spain,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-05,Spain,0.0,0.0,0.0,23,6,2015
Ebola,2015-06-08,Spain,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-09,Spain,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-10,Spain,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-11,Spain,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-12,Spain,0.0,0.0,0.0,24,6,2015
Ebola,2015-06-15,Spain,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-16,Spain,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-17,Spain,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-18,Spain,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-19,Spain,0.0,0.0,0.0,25,6,2015
Ebola,2015-06-22,Spain,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-23,Spain,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-24,Spain,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-25,Spain,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-26,Spain,0.0,0.0,0.0,26,6,2015
Ebola,2015-06-29,Spain,0.0,0.0,0.0,27,6,2015
Ebola,2015-06-30,Spain,0.0,0.0,0.0,27,6,2015
Ebola,2015-07-01,Spain,0.0,0.0,0.0,27,7,2015
Ebola,2015-07-02,Spain,0.0,0.0,0.0,27,7,2015
Ebola,2015-07-03,Spain,0.0,0.0,0.0,27,7,2015
Ebola,2015-07-06,Spain,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-07,Spain,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-08,Spain,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-09,Spain,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-10,Spain,0.0,0.0,0.0,28,7,2015
Ebola,2015-07-13,Spain,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-14,Spain,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-15,Spain,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-16,Spain,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-17,Spain,0.0,0.0,0.0,29,7,2015
Ebola,2015-07-20,Spain,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-21,Spain,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-22,Spain,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-23,Spain,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-24,Spain,0.0,0.0,0.0,30,7,2015
Ebola,2015-07-27,Spain,0.0,0.0,0.0,31,7,2015
Ebola,2015-07-28,Spain,0.0,0.0,0.0,31,7,2015
Ebola,2015-07-29,Spain,0.0,0.0,0.0,31,7,2015
Ebola,2015-07-30,Spain,0.0,0.0,0.0,31,7,2015
Ebola,2015-07-31,Spain,0.0,0.0,0.0,31,7,2015
Ebola,2015-08-03,Spain,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-04,Spain,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-05,Spain,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-06,Spain,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-07,Spain,0.0,0.0,0.0,32,8,2015
Ebola,2015-08-10,Spain,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-11,Spain,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-12,Spain,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-13,Spain,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-14,Spain,0.0,0.0,0.0,33,8,2015
Ebola,2015-08-17,Spain,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-18,Spain,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-19,Spain,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-20,Spain,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-21,Spain,0.0,0.0,0.0,34,8,2015
Ebola,2015-08-24,Spain,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-25,Spain,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-26,Spain,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-27,Spain,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-28,Spain,0.0,0.0,0.0,35,8,2015
Ebola,2015-08-31,Spain,0.0,0.0,0.0,36,8,2015
Ebola,2015-09-01,Spain,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-02,Spain,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-03,Spain,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-04,Spain,0.0,0.0,0.0,36,9,2015
Ebola,2015-09-07,Spain,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-08,Spain,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-09,Spain,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-10,Spain,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-11,Spain,0.0,0.0,0.0,37,9,2015
Ebola,2015-09-14,Spain,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-15,Spain,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-16,Spain,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-17,Spain,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-18,Spain,0.0,0.0,0.0,38,9,2015
Ebola,2015-09-21,Spain,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-22,Spain,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-23,Spain,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-24,Spain,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-25,Spain,0.0,0.0,0.0,39,9,2015
Ebola,2015-09-28,Spain,0.0,0.0,0.0,40,9,2015
Ebola,2015-09-29,Spain,0.0,0.0,0.0,40,9,2015
Ebola,2015-09-30,Spain,0.0,0.0,0.0,40,9,2015
Ebola,2015-10-01,Spain,0.0,0.0,0.0,40,10,2015
Ebola,2015-10-02,Spain,0.0,0.0,0.0,40,10,2015
Ebola,2015-10-05,Spain,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-06,Spain,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-07,Spain,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-08,Spain,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-09,Spain,0.0,0.0,0.0,41,10,2015
Ebola,2015-10-13,Spain,0.0,0.0,0.0,42,10,2015
Ebola,2015-10-15,Spain,0.0,0.0,0.0,42,10,2015
Ebola,2015-10-16,Spain,0.0,0.0,0.0,42,10,2015
Ebola,2015-10-20,Spain,0.0,0.0,0.0,43,10,2015
Ebola,2015-10-22,Spain,0.0,0.0,0.0,43,10,2015
Ebola,2015-10-23,Spain,0.0,0.0,0.0,43,10,2015
Ebola,2015-10-26,Spain,0.0,0.0,0.0,44,10,2015
Ebola,2015-10-27,Spain,0.0,0.0,0.0,44,10,2015
Ebola,2015-10-29,Spain,0.0,0.0,0.0,44,10,2015
Ebola,2015-10-30,Spain,0.0,0.0,0.0,44,10,2015
Ebola,2015-11-03,Spain,0.0,0.0,0.0,45,11,2015
Ebola,2015-11-05,Spain,0.0,0.0,0.0,45,11,2015
Ebola,2015-11-06,Spain,0.0,0.0,0.0,45,11,2015
Ebola,2015-11-10,Spain,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-11,Spain,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-12,Spain,0.0,0.0,0.0,46,11,2015
Ebola,2015-11-16,Spain,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-17,Spain,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-20,Spain,0.0,0.0,0.0,47,11,2015
Ebola,2015-11-24,Spain,0.0,0.0,0.0,48,11,2015
Ebola,2015-11-26,Spain,0.0,0.0,0.0,48,11,2015
Ebola,2015-12-01,Spain,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-02,Spain,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-03,Spain,0.0,0.0,0.0,49,12,2015
Ebola,2015-12-09,Spain,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-10,Spain,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-11,Spain,0.0,0.0,0.0,50,12,2015
Ebola,2015-12-15,Spain,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-16,Spain,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-17,Spain,0.0,0.0,0.0,51,12,2015
Ebola,2015-12-22,Spain,0.0,0.0,0.0,52,12,2015
Ebola,2015-12-23,Spain,0.0,0.0,0.0,52,12,2015
Ebola,2015-12-29,Spain,0.0,0.0,0.0,53,12,2015
Ebola,2016-03-23,Spain,0.0,0.0,0.0,12,3,2016
Ebola,2014-10-03,USA,1.0,0.0,1.0,40,10,2014
Ebola,2014-10-08,USA,0.0,0.0,0.0,41,10,2014
Ebola,2014-10-10,USA,0.0,0.0,0.0,41,10,2014
Ebola,2014-10-15,USA,1.0,1.0,0.0,42,10,2014
Ebola,2014-10-17,USA,1.0,0.0,1.0,42,10,2014
Ebola,2014-10-22,USA,0.0,0.0,0.0,43,10,2014
Ebola,2014-10-25,USA,1.0,0.0,1.0,43,10,2014
Ebola,2014-10-29,USA,0.0,0.0,0.0,44,10,2014
Ebola,2014-10-31,USA,0.0,0.0,0.0,44,10,2014
Ebola,2014-11-05,USA,0.0,0.0,0.0,45,11,2014
Ebola,2014-11-07,USA,0.0,0.0,0.0,45,11,2014
Ebola,2014-11-12,USA,0.0,0.0,0.0,46,11,2014
Ebola,2014-11-14,USA,0.0,0.0,0.0,46,11,2014
Ebola,2014-11-19,USA,0.0,0.0,0.0,47,11,2014
Ebola,2014-11-21,USA,0.0,0.0,0.0,47,11,2014
Ebola,2014-11-26,USA,0.0,0.0,0.0,48,11,2014
Ebola,2014-12-01,USA,0.0,0.0,0.0,49,12,2014
Ebola,2014-12-03,USA,0.0,0.0,0.0,49,12,2014
Ebola,2014-12-10,USA,0.0,0.0,0.0,50,12,2014
Ebola,2014-12-15,USA,0.0,0.0,0.0,51,12,2014
Ebola,2014-12-17,USA,0.0,0.0,0.0,51,12,2014
Ebola,2014-12-22,USA,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-23,USA,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-24,USA,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-26,USA,0.0,0.0,0.0,52,12,2014
Ebola,2014-12-29,USA,0.0,0.0,0.0,1,12,2014
Ebola,2014-12-30,USA,0.0,0.0,0.0,1,12,2014
Ebola,2014-12-31,USA,0.0,0.0,0.0,1,12,2014
Ebola,2015-01-02,USA,0.0,0.0,0.0,1,1,2015
Ebola,2015-01-05,USA,0.0,0.0,0.0,2,1,2015
Ebola,2015-01-06,USA,0.0,0.0,0.0,2,1,2015
Ebola,2015-01-07,USA,0.0,0.0,0.0,2,1,2015
Ebola,2015-01-14,USA,0.0,0.0,0.0,3,1,2015
Ebola,2015-01-15,USA,0.0,0.0,0.0,3,1,2015
Ebola,2015-01-16,USA,0.0,0.0,0.0,3,1,2015
Ebola,2015-01-19,USA,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-20,USA,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-21,USA,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-22,USA,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-23,USA,0.0,0.0,0.0,4,1,2015
Ebola,2015-01-26,USA,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-27,USA,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-28,USA,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-29,USA,0.0,0.0,0.0,5,1,2015
Ebola,2015-01-30,USA,0.0,0.0,0.0,5,1,2015
Ebola,2015-02-02,USA,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-03,USA,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-04,USA,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-05,USA,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-06,USA,0.0,0.0,0.0,6,2,2015
Ebola,2015-02-10,USA,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-11,USA,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-12,USA,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-13,USA,0.0,0.0,0.0,7,2,2015
Ebola,2015-02-16,USA,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-17,USA,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-18,USA,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-19,USA,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-20,USA,0.0,0.0,0.0,8,2,2015
Ebola,2015-02-23,USA,0.0,0.0,0.0,9,2,2015
Ebola,2015-02-25,USA,0.0,0.0,0.0,9,2,2015
Ebola,2015-02-26,USA,0.0,0.0,0.0,9,2,2015
Ebola,2015-02-27,USA,0.0,0.0,0.0,9,2,2015
Ebola,2015-03-02,USA,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-04,USA,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-05,USA,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-06,USA,0.0,0.0,0.0,10,3,2015
Ebola,2015-03-10,USA,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-11,USA,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-12,USA,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-13,USA,0.0,0.0,0.0,11,3,2015
Ebola,2015-03-16,USA,0.0,0.0,0.0,12,3,2015
Ebola,2015-03-17,USA,0.0,0.0,0.0,12,3,2015
Ebola,2015-03-18,USA,0.0,0.0,0.0,12,3,2015
