,Country,Cases,Deaths,Recovered,week_number,month,year
1576,Sierra Leone,10707.0,3274,7433,6,2,2015
1577,Sierra Leone,10740.0,3276,7464,6,2,2015
1578,Sierra Leone,10740.0,3276,7464,6,2,2015
1579,Sierra Leone,10756.0,3286,7470,6,2,2015
1580,Sierra Leone,10792.0,3301,7491,6,2,2015
1581,Sierra Leone,10934.0,3341,7593,7,2,2015
1582,Sierra Leone,10934.0,3341,7593,7,2,2015
1583,Sierra Leone,10954.0,3350,7604,7,2,2015
1584,Sierra Leone,10987.0,3363,7624,7,2,2015
1585,Sierra Leone,11074.0,3401,7673,8,2,2015
1586,Sierra Leone,11103.0,3408,7695,8,2,2015
1587,Sierra Leone,11103.0,3408,7695,8,2,2015
1588,Sierra Leone,11155.0,3423,7732,8,2,2015
1589,Sierra Leone,11155.0,3423,7732,8,2,2015
1590,Sierra Leone,11155.0,3423,7732,9,2,2015
1591,Sierra Leone,11301.0,3461,7840,9,2,2015
1592,Sierra Leone,11341.0,3479,7862,9,2,2015
1593,Sierra Leone,11370.0,3490,7880,9,2,2015
1594,Sierra Leone,11443.0,3530,7913,10,3,2015
1595,Sierra Leone,11443.0,3530,7913,10,3,2015
1596,Sierra Leone,11497.0,3565,7932,10,3,2015
1597,Sierra Leone,11517.0,3576,7941,10,3,2015
1598,Sierra Leone,11619.0,3629,7990,11,3,2015
1599,Sierra Leone,11619.0,3629,7990,11,3,2015
1600,Sierra Leone,11677.0,3655,8022,11,3,2015
1601,Sierra Leone,11696.0,3663,8033,11,3,2015
1602,Sierra Leone,11742.0,3687,8055,12,3,2015
1603,Sierra Leone,11751.0,3691,8060,12,3,2015
1604,Sierra Leone,11751.0,3691,8060,12,3,2015
1605,Sierra Leone,11794.0,3712,8082,12,3,2015
1606,Sierra Leone,11829.0,3742,8087,13,3,2015
1607,Sierra Leone,11841.0,3747,8094,13,3,2015
1608,Sierra Leone,11841.0,3747,8094,13,3,2015
1609,Sierra Leone,11866.0,3764,8102,13,3,2015
1610,Sierra Leone,11889.0,3773,8116,13,3,2015
1611,Sierra Leone,12139.0,3832,8307,15,4,2015
1612,Sierra Leone,12155.0,3841,8314,15,4,2015
1613,Sierra Leone,12188.0,3854,8334,16,4,2015
1614,Sierra Leone,12201.0,3857,8344,16,4,2015
1615,Sierra Leone,12201.0,3857,8344,16,4,2015
1616,Sierra Leone,12223.0,3865,8358,16,4,2015
1617,Sierra Leone,12244.0,3865,8379,16,4,2015
1618,Sierra Leone,12256.0,3872,8384,17,4,2015
1619,Sierra Leone,12265.0,3877,8388,17,4,2015
1620,Sierra Leone,12267.0,3877,8390,17,4,2015
1621,Sierra Leone,12294.0,3885,8409,17,4,2015
1622,Sierra Leone,12313.0,3886,8427,17,4,2015
1623,Sierra Leone,12362.0,3895,8467,18,4,2015
1624,Sierra Leone,12371.0,3899,8472,18,4,2015
1625,Sierra Leone,12387.0,3901,8486,18,4,2015
1626,Sierra Leone,12398.0,3901,8497,18,5,2015
1627,Sierra Leone,12426.0,3902,8524,19,5,2015
1628,Sierra Leone,12440.0,3903,8537,19,5,2015
1629,Sierra Leone,12440.0,3903,8537,19,5,2015
1630,Sierra Leone,12470.0,3904,8566,19,5,2015
1631,Sierra Leone,12492.0,3904,8588,19,5,2015
1632,Sierra Leone,12519.0,3904,8615,20,5,2015
1633,Sierra Leone,12519.0,3904,8615,20,5,2015
1634,Sierra Leone,12519.0,3904,8615,20,5,2015
1635,Sierra Leone,12536.0,3904,8632,20,5,2015
1636,Sierra Leone,12540.0,3904,8636,20,5,2015
1637,Sierra Leone,12593.0,3906,8687,21,5,2015
1638,Sierra Leone,12632.0,3907,8725,21,5,2015
1639,Sierra Leone,12632.0,3907,8725,21,5,2015
1640,Sierra Leone,12656.0,3907,8749,21,5,2015
1641,Sierra Leone,12666.0,3907,8759,21,5,2015
1642,Sierra Leone,12696.0,3908,8788,22,5,2015
1643,Sierra Leone,12706.0,3908,8798,22,5,2015
1644,Sierra Leone,12706.0,3908,8798,22,5,2015
1645,Sierra Leone,12735.0,3911,8824,22,5,2015
1646,Sierra Leone,12745.0,3911,8834,22,5,2015
1647,Sierra Leone,12816.0,3911,8905,23,6,2015
1648,Sierra Leone,12827.0,3912,8915,23,6,2015
1649,Sierra Leone,12827.0,3912,8915,23,6,2015
1650,Sierra Leone,12850.0,3912,8938,23,6,2015
1651,Sierra Leone,12859.0,3912,8947,23,6,2015
1652,Sierra Leone,12884.0,3913,8971,24,6,2015
1653,Sierra Leone,12901.0,3915,8986,24,6,2015
1654,Sierra Leone,12901.0,3915,8986,24,6,2015
1655,Sierra Leone,12911.0,3917,8994,24,6,2015
1656,Sierra Leone,12932.0,3917,9015,24,6,2015
1657,Sierra Leone,12962.0,3919,9043,25,6,2015
1658,Sierra Leone,12965.0,3919,9046,25,6,2015
1659,Sierra Leone,12965.0,3919,9046,25,6,2015
1660,Sierra Leone,12990.0,3922,9068,25,6,2015
1661,Sierra Leone,13012.0,3926,9086,25,6,2015
1662,Sierra Leone,13051.0,3928,9123,26,6,2015
1663,Sierra Leone,13059.0,3928,9131,26,6,2015
1664,Sierra Leone,13059.0,3928,9131,26,6,2015
1665,Sierra Leone,13083.0,3931,9152,26,6,2015
1666,Sierra Leone,13093.0,3931,9162,26,6,2015
1667,Sierra Leone,13115.0,3932,9183,27,6,2015
1668,Sierra Leone,13119.0,3932,9187,27,6,2015
1669,Sierra Leone,13119.0,3932,9187,27,7,2015
1670,Sierra Leone,13129.0,3933,9196,27,7,2015
1671,Sierra Leone,13135.0,3935,9200,27,7,2015
1672,Sierra Leone,13150.0,3940,9210,28,7,2015
1673,Sierra Leone,13155.0,3940,9215,28,7,2015
1674,Sierra Leone,13155.0,3940,9215,28,7,2015
1675,Sierra Leone,13169.0,3941,9228,28,7,2015
1676,Sierra Leone,13177.0,3941,9236,28,7,2015
1677,Sierra Leone,13201.0,3946,9255,29,7,2015
1678,Sierra Leone,13209.0,3947,9262,29,7,2015
1679,Sierra Leone,13209.0,3947,9262,29,7,2015
1680,Sierra Leone,13209.0,3947,9262,29,7,2015
1681,Sierra Leone,13209.0,3947,9262,29,7,2015
1682,Sierra Leone,13241.0,3949,9292,30,7,2015
1683,Sierra Leone,13250.0,3949,9301,30,7,2015
1684,Sierra Leone,13250.0,3949,9301,30,7,2015
1685,Sierra Leone,13262.0,3949,9313,30,7,2015
1686,Sierra Leone,13264.0,3949,9315,30,7,2015
1687,Sierra Leone,13283.0,3951,9332,31,7,2015
1688,Sierra Leone,13290.0,3951,9339,31,7,2015
1689,Sierra Leone,13290.0,3951,9339,31,7,2015
1690,Sierra Leone,13379.0,3951,9428,31,7,2015
1691,Sierra Leone,13387.0,3951,9436,31,7,2015
1692,Sierra Leone,13402.0,3951,9451,32,8,2015
1693,Sierra Leone,13406.0,3951,9455,32,8,2015
1694,Sierra Leone,13406.0,3951,9455,32,8,2015
1695,Sierra Leone,13426.0,3951,9475,32,8,2015
1696,Sierra Leone,13428.0,3951,9477,32,8,2015
1697,Sierra Leone,13465.0,3951,9514,33,8,2015
1698,Sierra Leone,13470.0,3951,9519,33,8,2015
1699,Sierra Leone,13470.0,3951,9519,33,8,2015
1700,Sierra Leone,13484.0,3951,9533,33,8,2015
1701,Sierra Leone,13485.0,3952,9533,33,8,2015
1702,Sierra Leone,13489.0,3952,9537,34,8,2015
1703,Sierra Leone,13494.0,3952,9542,34,8,2015
1704,Sierra Leone,13494.0,3952,9542,34,8,2015
1705,Sierra Leone,13518.0,3952,9566,34,8,2015
1706,Sierra Leone,13533.0,3952,9581,34,8,2015
1707,Sierra Leone,13538.0,3952,9586,35,8,2015
1708,Sierra Leone,13541.0,3952,9589,35,8,2015
1709,Sierra Leone,13541.0,3952,9589,35,8,2015
1710,Sierra Leone,13582.0,3952,9630,35,8,2015
1711,Sierra Leone,13586.0,3952,9634,35,8,2015
1712,Sierra Leone,13603.0,3953,9650,36,8,2015
1713,Sierra Leone,13609.0,3953,9656,36,9,2015
1714,Sierra Leone,13609.0,3953,9656,36,9,2015
1715,Sierra Leone,13638.0,3953,9685,36,9,2015
1716,Sierra Leone,13639.0,3953,9686,36,9,2015
1717,Sierra Leone,13670.0,3953,9717,37,9,2015
1718,Sierra Leone,13683.0,3953,9730,37,9,2015
1719,Sierra Leone,13683.0,3953,9730,37,9,2015
1720,Sierra Leone,13697.0,3953,9744,37,9,2015
1721,Sierra Leone,13701.0,3953,9748,37,9,2015
1722,Sierra Leone,13747.0,3953,9794,38,9,2015
1723,Sierra Leone,13756.0,3953,9803,38,9,2015
1724,Sierra Leone,13756.0,3953,9803,38,9,2015
1725,Sierra Leone,13779.0,3955,9824,38,9,2015
1726,Sierra Leone,13785.0,3955,9830,38,9,2015
1727,Sierra Leone,13811.0,3955,9856,39,9,2015
1728,Sierra Leone,13823.0,3955,9868,39,9,2015
1729,Sierra Leone,13823.0,3955,9868,39,9,2015
1730,Sierra Leone,13846.0,3955,9891,39,9,2015
1731,Sierra Leone,13855.0,3955,9900,39,9,2015
1732,Sierra Leone,13894.0,3955,9939,40,9,2015
1733,Sierra Leone,13911.0,3955,9956,40,9,2015
1734,Sierra Leone,13911.0,3955,9956,40,9,2015
1735,Sierra Leone,13928.0,3955,9973,40,10,2015
1736,Sierra Leone,13931.0,3955,9976,40,10,2015
1737,Sierra Leone,13941.0,3955,9986,41,10,2015
1738,Sierra Leone,13945.0,3955,9990,41,10,2015
1739,Sierra Leone,13945.0,3955,9990,41,10,2015
1740,Sierra Leone,13956.0,3955,10001,41,10,2015
1741,Sierra Leone,13957.0,3955,10002,41,10,2015
1742,Sierra Leone,13982.0,3955,10027,42,10,2015
1743,Sierra Leone,13992.0,3955,10037,42,10,2015
1744,Sierra Leone,13992.0,3955,10037,42,10,2015
1745,Sierra Leone,14001.0,3955,10046,43,10,2015
1746,Sierra Leone,14031.0,3955,10076,43,10,2015
1747,Sierra Leone,14038.0,3955,10083,43,10,2015
1748,Sierra Leone,14052.0,3955,10097,44,10,2015
1749,Sierra Leone,14061.0,3955,10106,44,10,2015
1750,Sierra Leone,14066.0,3955,10111,44,10,2015
1751,Sierra Leone,14067.0,3955,10112,44,10,2015
1752,Sierra Leone,14089.0,3955,10134,45,11,2015
1753,Sierra Leone,14104.0,3955,10149,45,11,2015
1754,Sierra Leone,14109.0,3955,10154,45,11,2015
1755,Sierra Leone,14122.0,3955,10167,46,11,2015
1756,Sierra Leone,14122.0,3955,10167,46,11,2015
1757,Sierra Leone,14122.0,3955,10167,46,11,2015
1758,Sierra Leone,14122.0,3955,10167,47,11,2015
1759,Sierra Leone,14122.0,3955,10167,47,11,2015
1760,Sierra Leone,14122.0,3955,10167,47,11,2015
1761,Sierra Leone,14122.0,3955,10167,48,11,2015
1762,Sierra Leone,14122.0,3955,10167,48,11,2015
1763,Sierra Leone,14122.0,3955,10167,49,12,2015
1764,Sierra Leone,14122.0,3955,10167,49,12,2015
1765,Sierra Leone,14122.0,3955,10167,49,12,2015
1766,Sierra Leone,14122.0,3955,10167,50,12,2015
1767,Sierra Leone,14122.0,3955,10167,50,12,2015
1768,Sierra Leone,14122.0,3955,10167,50,12,2015
1769,Sierra Leone,14122.0,3955,10167,51,12,2015
1770,Sierra Leone,14122.0,3955,10167,51,12,2015
1771,Sierra Leone,14122.0,3955,10167,51,12,2015
1772,Sierra Leone,14122.0,3955,10167,52,12,2015
1773,Sierra Leone,14122.0,3955,10167,52,12,2015
1774,Sierra Leone,14122.0,3955,10167,53,12,2015
1775,Sierra Leone,14122.0,3955,10167,12,3,2016
